service_id,date,exception_type
36566148661,20251229,1
36566148661,20251230,1
36566148661,20251231,1
22609987460,20250920,1
22609987460,20250921,1
22609987460,20250922,1
22609987460,20250927,1
22609987460,20250928,1
22609987460,20251004,1
22609987460,20251005,1
22609987460,20251011,1
22609987460,20251012,1
22609987460,20251018,1
22609987460,20251019,1
22609987460,20251025,1
22609987460,20251026,1
22609987460,20251101,1
22609987460,20251102,1
22609987460,20251108,1
22609987460,20251109,1
22609987460,20251115,1
22609987460,20251116,1
22609987460,20251122,1
22609987460,20251123,1
22609987460,20251129,1
22609987460,20251130,1
22609987460,20251206,1
22609987460,20251207,1
22609987460,20251213,1
22609987460,20251214,1
22609987460,20251220,1
22609987460,20251221,1
22609987460,20251224,1
22609987460,20251225,1
22609987460,20251226,1
22609987460,20251227,1
22609987460,20251228,1
5992369710,20250920,1
5992369710,20250921,1
5992369710,20250922,1
5992369710,20250927,1
5992369710,20250928,1
5992369710,20251004,1
5992369710,20251005,1
5992369710,20251011,1
5992369710,20251012,1
5992369710,20251018,1
5992369710,20251019,1
5992369710,20251025,1
5992369710,20251026,1
5992369710,20251101,1
5992369710,20251102,1
5992369710,20251108,1
5992369710,20251109,1
5992369710,20251115,1
5992369710,20251116,1
5992369710,20251122,1
5992369710,20251123,1
5992369710,20251129,1
5992369710,20251130,1
5992369710,20251206,1
5992369710,20251207,1
5992369710,20251213,1
5992369710,20251214,1
5992369710,20251220,1
5992369710,20251221,1
5992369710,20251224,1
5992369710,20251225,1
5992369710,20251226,1
5992369710,20251227,1
5992369710,20251228,1
31790312191,20250724,1
31790312191,20250725,1
31790312191,20250728,1
31790312191,20250729,1
31790312191,20250730,1
31790312191,20250731,1
31790312191,20250801,1
31790312191,20250804,1
31790312191,20250805,1
31790312191,20250806,1
31790312191,20250807,1
31790312191,20250808,1
31790312191,20250811,1
31790312191,20250812,1
31790312191,20250813,1
31790312191,20250814,1
31790312191,20250815,1
31790312191,20250818,1
31790312191,20250819,1
31790312191,20250820,1
31790312191,20250821,1
31790312191,20250822,1
31790312191,20250825,1
31790312191,20250826,1
31790312191,20250827,1
31790312191,20250828,1
31790312191,20250829,1
31790312191,20250901,1
31790312191,20250902,1
31790312191,20250903,1
31790312191,20250904,1
31790312191,20250905,1
31790312191,20250909,1
31790312191,20250910,1
31790312191,20250911,1
31790312191,20250912,1
31790312191,20250915,1
31790312191,20250916,1
31790312191,20250917,1
31790312191,20250918,1
31790312191,20250919,1
31790312191,20250923,1
31790312191,20250924,1
31790312191,20250925,1
31790312191,20250926,1
31790312191,20250929,1
31790312191,20250930,1
31790312191,20251001,1
31790312191,20251002,1
31790312191,20251003,1
31790312191,20251006,1
31790312191,20251007,1
